AGENCY_NAME,data_year,Crimes Against Persons,Crimes Against Society,Crimes Against Property
Tuolumne County Sheriff's Department,2018,246,596,169
Tuolumne County Sheriff's Department,2019,298,669,189
Tuolumne County Sheriff's Department,2020,279,486,123
Tuolumne County Sheriff's Department,2022,218,187,90
Turlock Police Department,2017,559,838,468
Turlock Police Department,2018,473,588,362
Turlock Police Department,2019,520,614,387
Turlock Police Department,2020,423,495,223
Turlock Police Department,2022,417,604,273
Tustin Police Department,2017,368,922,452
Tustin Police Department,2018,377,880,470
Tustin Police Department,2019,371,1027,534
Tustin Police Department,2020,304,1047,533
Tustin Police Department,2021,111,392,217
Tustin Police Department,2022,247,689,455
Twin Rivers Unified School District Police,2017,24,23,27
Twin Rivers Unified School District Police,2018,23,10,23
Twin Rivers Unified School District Police,2019,23,13,27
Twin Rivers Unified School District Police,2020,18,47,36
Twin Rivers Unified School District Police,2022,40,11,38
UC Berkeley Police Department,2017,81,133,74
UC Berkeley Police Department,2018,70,135,67
UC Berkeley Police Department,2019,60,136,79
UC Berkeley Police Department,2020,14,34,30
UC Berkeley Police Department,2022,40,69,58
UC Davis Police Department,2017,14,66,22
UC Davis Police Department,2018,17,27,13
UC Davis Police Department,2019,9,34,25
UC Davis Police Department,2020,8,13,7
UC Davis Police Department,2021,1,1,0
UC Davis Police Department,2022,5,27,20
UC Irvine Police Department,2017,27,100,23
UC Irvine Police Department,2018,25,82,34
UC Irvine Police Department,2019,16,71,20
UC Irvine Police Department,2020,27,128,39
UC Irvine Police Department,2022,12,39,29
UC Los Angeles Police Department,2017,110,158,141
UC Los Angeles Police Department,2018,119,119,112
UC Los Angeles Police Department,2019,142,184,116
UC Los Angeles Police Department,2020,94,189,118
UC Los Angeles Police Department,2022,75,168,192
UC Merced Police Department,2017,0,5,1
UC Merced Police Department,2018,6,11,1
UC Merced Police Department,2019,5,10,5
UC Merced Police Department,2020,4,4,1
UC Merced Police Department,2022,7,4,0
UC Riverside Police Department,2017,29,129,28
UC Riverside Police Department,2018,20,42,23
UC Riverside Police Department,2019,29,47,29
UC Riverside Police Department,2020,15,29,18
UC Riverside Police Department,2022,17,19,26
UC San Diego Police Department,2017,14,67,50
UC San Diego Police Department,2018,17,77,23
UC San Diego Police Department,2019,20,61,24
UC San Diego Police Department,2020,13,47,19
UC San Diego Police Department,2022,17,38,51
UC San Francisco Police Department,2017,44,81,58
UC San Francisco Police Department,2018,49,33,54
UC San Francisco Police Department,2019,53,44,52
UC San Francisco Police Department,2020,32,12,43
UC San Francisco Police Department,2021,5,1,7
UC San Francisco Police Department,2022,42,8,38
UC Santa Barbara Police Department,2017,36,421,37
UC Santa Barbara Police Department,2018,36,330,44
UC Santa Barbara Police Department,2019,36,251,43
UC Santa Barbara Police Department,2020,11,69,24
UC Santa Barbara Police Department,2021,5,17,13
UC Santa Barbara Police Department,2022,5,28,12
UC Santa Cruz Police Department,2017,11,65,26
UC Santa Cruz Police Department,2018,16,112,20
UC Santa Cruz Police Department,2019,10,68,20
UC Santa Cruz Police Department,2020,5,34,9
UC Santa Cruz Police Department,2021,6,3,3
UC Santa Cruz Police Department,2022,11,4,12
Ukiah Police Department,2017,224,613,241
Ukiah Police Department,2018,224,458,178
Ukiah Police Department,2019,239,720,177
Ukiah Police Department,2020,203,556,154
Ukiah Police Department,2022,166,483,192
Union City Police Department,2017,257,535,297
Union City Police Department,2018,277,525,298
Union City Police Department,2019,224,526,234
Union City Police Department,2020,161,200,162
Union City Police Department,2022,91,142,105
Upland Police Department,2017,319,1339,529
Upland Police Department,2018,345,1498,570
Upland Police Department,2019,350,1130,483
Upland Police Department,2020,371,560,331
Upland Police Department,2021,125,192,131
Upland Police Department,2022,332,608,354
Vacaville Police Department,2017,527,1639,961
Vacaville Police Department,2018,459,1530,959
Vacaville Police Department,2019,458,1154,1019
Vacaville Police Department,2020,421,1211,779
Vacaville Police Department,2022,468,612,503
Vallejo Police Department,2017,690,725,694
Vallejo Police Department,2018,617,600,519
Vallejo Police Department,2019,508,412,408
Vallejo Police Department,2020,454,330,490
Vallejo Police Department,2022,391,174,352
Ventura County Sheriff's Department,2017,554,2365,510
Ventura County Sheriff's Department,2018,654,2590,550
Ventura County Sheriff's Department,2019,675,2650,655
Ventura County Sheriff's Department,2020,623,2745,619
Ventura County Sheriff's Department,2022,629,1947,647
Ventura Police Department,2017,681,2425,883
Ventura Police Department,2018,786,2491,741
Ventura Police Department,2019,861,2397,797
Ventura Police Department,2020,772,1841,695
Ventura Police Department,2022,552,1537,626
Vernon Police Department,2017,37,178,102
Vernon Police Department,2018,45,154,104
Vernon Police Department,2019,30,192,98
Vernon Police Department,2020,34,94,144
Vernon Police Department,2021,6,23,42
Vernon Police Department,2022,27,69,117
Visalia Police Department,2017,702,2003,1017
Visalia Police Department,2018,814,2078,966
Visalia Police Department,2019,821,2578,903
Visalia Police Department,2020,734,2262,718
Visalia Police Department,2022,766,1524,625
Walnut Creek Police Department,2017,120,532,394
Walnut Creek Police Department,2018,127,465,300
Walnut Creek Police Department,2019,132,560,386
Walnut Creek Police Department,2020,104,311,225
Walnut Creek Police Department,2022,90,204,162
Watsonville Police Department,2017,361,673,401
Watsonville Police Department,2018,357,526,305
Watsonville Police Department,2019,354,652,242
Watsonville Police Department,2020,320,475,267
Watsonville Police Department,2022,363,571,256
Weed Police Department,2017,42,66,26
Weed Police Department,2018,45,84,32
Weed Police Department,2019,37,93,35
Weed Police Department,2020,29,82,25
Weed Police Department,2022,24,42,27
West Covina Police Department,2017,286,816,962
West Covina Police Department,2018,304,821,713
West Covina Police Department,2019,270,628,601
West Covina Police Department,2020,210,338,354
West Covina Police Department,2021,97,165,138
West Covina Police Department,2022,76,243,169
West Sacramento Police Department,2017,340,632,329
West Sacramento Police Department,2018,353,585,359
West Sacramento Police Department,2019,321,666,370
West Sacramento Police Department,2020,330,388,254
West Sacramento Police Department,2022,88,124,69
Westminster Police Department,2017,406,847,453
Westminster Police Department,2018,406,836,451
Westminster Police Department,2019,397,1113,358
Westminster Police Department,2020,440,936,366
Westminster Police Department,2022,385,681,334
Wheatland Police Department,2017,24,73,10
Wheatland Police Department,2018,20,83,12
Wheatland Police Department,2019,22,74,18
Wheatland Police Department,2020,20,202,26
Wheatland Police Department,2022,27,69,12
Whittier Police Department,2017,348,436,370
Whittier Police Department,2018,323,954,365
Whittier Police Department,2019,262,650,309
Whittier Police Department,2020,250,391,205
Whittier Police Department,2022,156,356,215
Williams Police Department,2017,26,47,12
Williams Police Department,2018,38,53,14
Williams Police Department,2019,33,51,8
Williams Police Department,2020,23,49,14
Williams Police Department,2021,4,21,4
Williams Police Department,2022,17,49,25
Willits Police Department,2017,61,97,32
Willits Police Department,2018,53,114,29
Willits Police Department,2019,84,197,35
Willits Police Department,2020,42,79,18
Winters Police Department,2017,19,64,18
Winters Police Department,2018,15,31,17
Winters Police Department,2019,33,39,6
Winters Police Department,2020,30,22,17
Winters Police Department,2022,20,82,18
Woodlake Police Department,2017,100,171,37
Woodlake Police Department,2018,131,159,55
Woodlake Police Department,2019,76,87,49
Woodlake Police Department,2020,92,130,56
Woodlake Police Department,2022,81,135,37
Woodland Police Department,2017,320,627,247
Woodland Police Department,2018,356,628,303
Woodland Police Department,2019,320,637,280
Woodland Police Department,2020,285,425,241
Woodland Police Department,2021,66,114,75
Woodland Police Department,2022,216,429,220
Yolo County Sheriff's Department,2017,148,637,151
Yolo County Sheriff's Department,2018,124,548,125
Yolo County Sheriff's Department,2019,136,504,140
Yolo County Sheriff's Department,2020,121,382,146
Yolo County Sheriff's Department,2022,107,151,109
Yreka Police Department,2017,70,265,74
Yreka Police Department,2018,84,288,85
Yreka Police Department,2019,81,269,69
Yreka Police Department,2020,70,201,54
Yreka Police Department,2022,104,218,136
Yuba City Police Department,2017,542,1051,723
Yuba City Police Department,2018,483,1200,637
Yuba City Police Department,2019,506,1267,703
Yuba City Police Department,2020,421,727,564
Yuba City Police Department,2021,20,59,53
Yuba City Police Department,2022,360,813,436
Yuba County Sheriff's Department,2017,437,644,386
Yuba County Sheriff's Department,2018,346,581,294
Yuba County Sheriff's Department,2019,364,633,303
Yuba County Sheriff's Department,2020,285,380,182
Yuba County Sheriff's Department,2022,336,454,238
